unicode,name,image_path
U+1F35D,spaghetti,data\emoji_images\U+1F35D.png
U+1F360,roasted sweet potato,data\emoji_images\U+1F360.png
U+1F362,oden,data\emoji_images\U+1F362.png
U+1F363,sushi,data\emoji_images\U+1F363.png
U+1F364,fried shrimp,data\emoji_images\U+1F364.png
U+1F365,fish cake with swirl,data\emoji_images\U+1F365.png
U+1F96E,moon cake,data\emoji_images\U+1F96E.png
U+1F361,dango,data\emoji_images\U+1F361.png
U+1F95F,dumpling,data\emoji_images\U+1F95F.png
U+1F960,fortune cookie,data\emoji_images\U+1F960.png
U+1F961,takeout box,data\emoji_images\U+1F961.png
U+1F980,crab,data\emoji_images\U+1F980.png
U+1F99E,lobster,data\emoji_images\U+1F99E.png
U+1F990,shrimp,data\emoji_images\U+1F990.png
U+1F991,squid,data\emoji_images\U+1F991.png
U+1F9AA,oyster,data\emoji_images\U+1F9AA.png
U+1F366,soft ice cream,data\emoji_images\U+1F366.png
U+1F367,shaved ice,data\emoji_images\U+1F367.png
U+1F368,ice cream,data\emoji_images\U+1F368.png
U+1F369,doughnut,data\emoji_images\U+1F369.png
U+1F36A,cookie,data\emoji_images\U+1F36A.png
U+1F382,birthday cake,data\emoji_images\U+1F382.png
U+1F370,shortcake,data\emoji_images\U+1F370.png
U+1F9C1,cupcake,data\emoji_images\U+1F9C1.png
U+1F967,pie,data\emoji_images\U+1F967.png
U+1F36B,chocolate bar,data\emoji_images\U+1F36B.png
U+1F36C,candy,data\emoji_images\U+1F36C.png
U+1F36D,lollipop,data\emoji_images\U+1F36D.png
U+1F36E,custard,data\emoji_images\U+1F36E.png
U+1F36F,honey pot,data\emoji_images\U+1F36F.png
U+1F37C,baby bottle,data\emoji_images\U+1F37C.png
U+1F95B,glass of milk,data\emoji_images\U+1F95B.png
U+2615,hot beverage,data\emoji_images\U+2615.png
U+1FAD6,teapot,data\emoji_images\U+1FAD6.png
U+1F375,teacup without handle,data\emoji_images\U+1F375.png
U+1F376,sake,data\emoji_images\U+1F376.png
U+1F37E,bottle with popping cork,data\emoji_images\U+1F37E.png
U+1F377,wine glass,data\emoji_images\U+1F377.png
U+1F378,cocktail glass,data\emoji_images\U+1F378.png
U+1F379,tropical drink,data\emoji_images\U+1F379.png
U+1F37A,beer mug,data\emoji_images\U+1F37A.png
U+1F37B,clinking beer mugs,data\emoji_images\U+1F37B.png
U+1F942,clinking glasses,data\emoji_images\U+1F942.png
U+1F943,tumbler glass,data\emoji_images\U+1F943.png
U+1F964,cup with straw,data\emoji_images\U+1F964.png
U+1F9CB,bubble tea,data\emoji_images\U+1F9CB.png
U+1F9C3,beverage box,data\emoji_images\U+1F9C3.png
U+1F9C9,mate,data\emoji_images\U+1F9C9.png
U+1F9CA,ice,data\emoji_images\U+1F9CA.png
U+1F962,chopsticks,data\emoji_images\U+1F962.png
U+1F37D,fork and knife with plate,data\emoji_images\U+1F37D.png
U+1F374,fork and knife,data\emoji_images\U+1F374.png
U+1F944,spoon,data\emoji_images\U+1F944.png
U+1F52A,kitchen knife,data\emoji_images\U+1F52A.png
U+1F3FA,amphora,data\emoji_images\U+1F3FA.png
U+1F30D,globe showing Europe-Africa,data\emoji_images\U+1F30D.png
U+1F30E,globe showing Americas,data\emoji_images\U+1F30E.png
U+1F30F,globe showing Asia-Australia,data\emoji_images\U+1F30F.png
U+1F310,globe with meridians,data\emoji_images\U+1F310.png
U+1F5FA,world map,data\emoji_images\U+1F5FA.png
U+1F5FE,map of Japan,data\emoji_images\U+1F5FE.png
U+1F9ED,compass,data\emoji_images\U+1F9ED.png
U+1F3D4,snow-capped mountain,data\emoji_images\U+1F3D4.png
U+26F0,mountain,data\emoji_images\U+26F0.png
U+1F30B,volcano,data\emoji_images\U+1F30B.png
U+1F5FB,mount fuji,data\emoji_images\U+1F5FB.png
U+1F3D5,camping,data\emoji_images\U+1F3D5.png
U+1F3D6,beach with umbrella,data\emoji_images\U+1F3D6.png
U+1F3DC,desert,data\emoji_images\U+1F3DC.png
U+1F3DD,desert island,data\emoji_images\U+1F3DD.png
U+1F3DE,national park,data\emoji_images\U+1F3DE.png
U+1F3DF,stadium,data\emoji_images\U+1F3DF.png
U+1F3DB,classical building,data\emoji_images\U+1F3DB.png
U+1F3D7,building construction,data\emoji_images\U+1F3D7.png
U+1F9F1,brick,data\emoji_images\U+1F9F1.png
U+1FAA8,rock,data\emoji_images\U+1FAA8.png
U+1FAB5,wood,data\emoji_images\U+1FAB5.png
U+1F6D6,hut,data\emoji_images\U+1F6D6.png
U+1F3D8,houses,data\emoji_images\U+1F3D8.png
U+1F3DA,derelict house,data\emoji_images\U+1F3DA.png
U+1F3E0,house,data\emoji_images\U+1F3E0.png
U+1F3E1,house with garden,data\emoji_images\U+1F3E1.png
U+1F3E2,office building,data\emoji_images\U+1F3E2.png
U+1F3E3,Japanese post office,data\emoji_images\U+1F3E3.png
U+1F3E4,post office,data\emoji_images\U+1F3E4.png
U+1F3E5,hospital,data\emoji_images\U+1F3E5.png
U+1F3E6,bank,data\emoji_images\U+1F3E6.png
U+1F3E8,hotel,data\emoji_images\U+1F3E8.png
U+1F3E9,love hotel,data\emoji_images\U+1F3E9.png
U+1F3EA,convenience store,data\emoji_images\U+1F3EA.png
U+1F3EB,school,data\emoji_images\U+1F3EB.png
U+1F3EC,department store,data\emoji_images\U+1F3EC.png
U+1F3ED,factory,data\emoji_images\U+1F3ED.png
U+1F3EF,Japanese castle,data\emoji_images\U+1F3EF.png
U+1F3F0,castle,data\emoji_images\U+1F3F0.png
U+1F492,wedding,data\emoji_images\U+1F492.png
U+1F5FC,Tokyo tower,data\emoji_images\U+1F5FC.png
U+1F5FD,Statue of Liberty,data\emoji_images\U+1F5FD.png
U+26EA,church,data\emoji_images\U+26EA.png
U+1F54C,mosque,data\emoji_images\U+1F54C.png
U+1F6D5,hindu temple,data\emoji_images\U+1F6D5.png
U+1F54D,synagogue,data\emoji_images\U+1F54D.png
U+26E9,shinto shrine,data\emoji_images\U+26E9.png
U+1F54B,kaaba,data\emoji_images\U+1F54B.png
U+26F2,fountain,data\emoji_images\U+26F2.png
U+26FA,tent,data\emoji_images\U+26FA.png
U+1F301,foggy,data\emoji_images\U+1F301.png
U+1F303,night with stars,data\emoji_images\U+1F303.png
U+1F3D9,cityscape,data\emoji_images\U+1F3D9.png
U+1F304,sunrise over mountains,data\emoji_images\U+1F304.png
U+1F305,sunrise,data\emoji_images\U+1F305.png
U+1F306,cityscape at dusk,data\emoji_images\U+1F306.png
U+1F307,sunset,data\emoji_images\U+1F307.png
U+1F309,bridge at night,data\emoji_images\U+1F309.png
U+2668,hot springs,data\emoji_images\U+2668.png
U+1F3A0,carousel horse,data\emoji_images\U+1F3A0.png
U+1F3A1,ferris wheel,data\emoji_images\U+1F3A1.png
U+1F3A2,roller coaster,data\emoji_images\U+1F3A2.png
U+1F488,barber pole,data\emoji_images\U+1F488.png
U+1F3AA,circus tent,data\emoji_images\U+1F3AA.png
U+1F682,locomotive,data\emoji_images\U+1F682.png
U+1F683,railway car,data\emoji_images\U+1F683.png
U+1F684,high-speed train,data\emoji_images\U+1F684.png
U+1F685,bullet train,data\emoji_images\U+1F685.png
U+1F686,train,data\emoji_images\U+1F686.png
U+1F687,metro,data\emoji_images\U+1F687.png
U+1F688,light rail,data\emoji_images\U+1F688.png
U+1F689,station,data\emoji_images\U+1F689.png
U+1F68A,tram,data\emoji_images\U+1F68A.png
U+1F69D,monorail,data\emoji_images\U+1F69D.png
U+1F69E,mountain railway,data\emoji_images\U+1F69E.png
U+1F68B,tram car,data\emoji_images\U+1F68B.png
U+1F68C,bus,data\emoji_images\U+1F68C.png
U+1F68D,oncoming bus,data\emoji_images\U+1F68D.png
U+1F68E,trolleybus,data\emoji_images\U+1F68E.png
U+1F690,minibus,data\emoji_images\U+1F690.png
U+1F691,ambulance,data\emoji_images\U+1F691.png
U+1F692,fire engine,data\emoji_images\U+1F692.png
U+1F693,police car,data\emoji_images\U+1F693.png
U+1F694,oncoming police car,data\emoji_images\U+1F694.png
U+1F695,taxi,data\emoji_images\U+1F695.png
U+1F696,oncoming taxi,data\emoji_images\U+1F696.png
U+1F697,automobile,data\emoji_images\U+1F697.png
U+1F698,oncoming automobile,data\emoji_images\U+1F698.png
U+1F699,sport utility vehicle,data\emoji_images\U+1F699.png
U+1F6FB,pickup truck,data\emoji_images\U+1F6FB.png
U+1F69A,delivery truck,data\emoji_images\U+1F69A.png
U+1F69B,articulated lorry,data\emoji_images\U+1F69B.png
U+1F69C,tractor,data\emoji_images\U+1F69C.png
U+1F3CE,racing car,data\emoji_images\U+1F3CE.png
U+1F3CD,motorcycle,data\emoji_images\U+1F3CD.png
U+1F6F5,motor scooter,data\emoji_images\U+1F6F5.png
U+1F9BD,manual wheelchair,data\emoji_images\U+1F9BD.png
U+1F9BC,motorized wheelchair,data\emoji_images\U+1F9BC.png
U+1F6FA,auto rickshaw,data\emoji_images\U+1F6FA.png
U+1F6B2,bicycle,data\emoji_images\U+1F6B2.png
U+1F6F4,kick scooter,data\emoji_images\U+1F6F4.png
U+1F6F9,skateboard,data\emoji_images\U+1F6F9.png
U+1F6FC,roller skate,data\emoji_images\U+1F6FC.png
U+1F68F,bus stop,data\emoji_images\U+1F68F.png
U+1F6E3,motorway,data\emoji_images\U+1F6E3.png
U+1F6E4,railway track,data\emoji_images\U+1F6E4.png
U+1F6E2,oil drum,data\emoji_images\U+1F6E2.png
U+26FD,fuel pump,data\emoji_images\U+26FD.png
U+1F6A8,police car light,data\emoji_images\U+1F6A8.png
U+1F6A5,horizontal traffic light,data\emoji_images\U+1F6A5.png
U+1F6A6,vertical traffic light,data\emoji_images\U+1F6A6.png
U+1F6D1,stop sign,data\emoji_images\U+1F6D1.png
U+1F6A7,construction,data\emoji_images\U+1F6A7.png
U+2693,anchor,data\emoji_images\U+2693.png
U+26F5,sailboat,data\emoji_images\U+26F5.png
U+1F6F6,canoe,data\emoji_images\U+1F6F6.png
U+1F6A4,speedboat,data\emoji_images\U+1F6A4.png
U+1F6F3,passenger ship,data\emoji_images\U+1F6F3.png
U+26F4,ferry,data\emoji_images\U+26F4.png
U+1F6E5,motor boat,data\emoji_images\U+1F6E5.png
U+1F6A2,ship,data\emoji_images\U+1F6A2.png
U+2708,airplane,data\emoji_images\U+2708.png
U+1F6E9,small airplane,data\emoji_images\U+1F6E9.png
U+1F6EB,airplane departure,data\emoji_images\U+1F6EB.png
U+1F6EC,airplane arrival,data\emoji_images\U+1F6EC.png
U+1FA82,parachute,data\emoji_images\U+1FA82.png
U+1F4BA,seat,data\emoji_images\U+1F4BA.png
U+1F681,helicopter,data\emoji_images\U+1F681.png
U+1F69F,suspension railway,data\emoji_images\U+1F69F.png
U+1F6A0,mountain cableway,data\emoji_images\U+1F6A0.png
U+1F6A1,aerial tramway,data\emoji_images\U+1F6A1.png
U+1F6F0,satellite,data\emoji_images\U+1F6F0.png
U+1F680,rocket,data\emoji_images\U+1F680.png
U+1F6F8,flying saucer,data\emoji_images\U+1F6F8.png
U+1F6CE,bellhop bell,data\emoji_images\U+1F6CE.png
U+1F9F3,luggage,data\emoji_images\U+1F9F3.png
U+231B,hourglass done,data\emoji_images\U+231B.png
U+23F3,hourglass not done,data\emoji_images\U+23F3.png
U+231A,watch,data\emoji_images\U+231A.png
U+23F0,alarm clock,data\emoji_images\U+23F0.png
U+23F1,stopwatch,data\emoji_images\U+23F1.png
U+23F2,timer clock,data\emoji_images\U+23F2.png
U+1F570,mantelpiece clock,data\emoji_images\U+1F570.png
U+1F55B,twelve o’clock,data\emoji_images\U+1F55B.png
U+1F567,twelve-thirty,data\emoji_images\U+1F567.png
U+1F550,one o’clock,data\emoji_images\U+1F550.png
U+1F55C,one-thirty,data\emoji_images\U+1F55C.png
U+1F551,two o’clock,data\emoji_images\U+1F551.png
U+1F55D,two-thirty,data\emoji_images\U+1F55D.png
U+1F552,three o’clock,data\emoji_images\U+1F552.png
U+1F55E,three-thirty,data\emoji_images\U+1F55E.png
U+1F553,four o’clock,data\emoji_images\U+1F553.png
U+1F55F,four-thirty,data\emoji_images\U+1F55F.png
U+1F554,five o’clock,data\emoji_images\U+1F554.png
U+1F560,five-thirty,data\emoji_images\U+1F560.png
U+1F555,six o’clock,data\emoji_images\U+1F555.png
U+1F561,six-thirty,data\emoji_images\U+1F561.png
U+1F556,seven o’clock,data\emoji_images\U+1F556.png
U+1F562,seven-thirty,data\emoji_images\U+1F562.png
U+1F557,eight o’clock,data\emoji_images\U+1F557.png
U+1F563,eight-thirty,data\emoji_images\U+1F563.png
U+1F558,nine o’clock,data\emoji_images\U+1F558.png
U+1F564,nine-thirty,data\emoji_images\U+1F564.png
U+1F559,ten o’clock,data\emoji_images\U+1F559.png
U+1F565,ten-thirty,data\emoji_images\U+1F565.png
U+1F55A,eleven o’clock,data\emoji_images\U+1F55A.png
U+1F566,eleven-thirty,data\emoji_images\U+1F566.png
U+1F311,new moon,data\emoji_images\U+1F311.png
U+1F312,waxing crescent moon,data\emoji_images\U+1F312.png
U+1F313,first quarter moon,data\emoji_images\U+1F313.png
U+1F314,waxing gibbous moon,data\emoji_images\U+1F314.png
U+1F315,full moon,data\emoji_images\U+1F315.png
U+1F316,waning gibbous moon,data\emoji_images\U+1F316.png
U+1F317,last quarter moon,data\emoji_images\U+1F317.png
U+1F318,waning crescent moon,data\emoji_images\U+1F318.png
U+1F319,crescent moon,data\emoji_images\U+1F319.png
U+1F31A,new moon face,data\emoji_images\U+1F31A.png
U+1F31B,first quarter moon face,data\emoji_images\U+1F31B.png
U+1F31C,last quarter moon face,data\emoji_images\U+1F31C.png
U+1F321,thermometer,data\emoji_images\U+1F321.png
U+2600,sun,data\emoji_images\U+2600.png
U+1F31D,full moon face,data\emoji_images\U+1F31D.png
U+1F31E,sun with face,data\emoji_images\U+1F31E.png
U+1FA90,ringed planet,data\emoji_images\U+1FA90.png
U+2B50,star,data\emoji_images\U+2B50.png
U+1F31F,glowing star,data\emoji_images\U+1F31F.png
U+1F320,shooting star,data\emoji_images\U+1F320.png
U+1F30C,milky way,data\emoji_images\U+1F30C.png
U+2601,cloud,data\emoji_images\U+2601.png
U+26C5,sun behind cloud,data\emoji_images\U+26C5.png
U+26C8,cloud with lightning and rain,data\emoji_images\U+26C8.png
U+1F324,sun behind small cloud,data\emoji_images\U+1F324.png
U+1F325,sun behind large cloud,data\emoji_images\U+1F325.png
U+1F326,sun behind rain cloud,data\emoji_images\U+1F326.png
U+1F327,cloud with rain,data\emoji_images\U+1F327.png
U+1F328,cloud with snow,data\emoji_images\U+1F328.png
U+1F329,cloud with lightning,data\emoji_images\U+1F329.png
U+1F32A,tornado,data\emoji_images\U+1F32A.png
U+1F32B,fog,data\emoji_images\U+1F32B.png
U+1F32C,wind face,data\emoji_images\U+1F32C.png
U+1F300,cyclone,data\emoji_images\U+1F300.png
U+1F308,rainbow,data\emoji_images\U+1F308.png
U+1F302,closed umbrella,data\emoji_images\U+1F302.png
U+2602,umbrella,data\emoji_images\U+2602.png
U+2614,umbrella with rain drops,data\emoji_images\U+2614.png
U+26F1,umbrella on ground,data\emoji_images\U+26F1.png
U+26A1,high voltage,data\emoji_images\U+26A1.png
U+2744,snowflake,data\emoji_images\U+2744.png
U+2603,snowman,data\emoji_images\U+2603.png
U+26C4,snowman without snow,data\emoji_images\U+26C4.png
U+2604,comet,data\emoji_images\U+2604.png
U+1F525,fire,data\emoji_images\U+1F525.png
U+1F4A7,droplet,data\emoji_images\U+1F4A7.png
U+1F30A,water wave,data\emoji_images\U+1F30A.png
U+1F383,jack-o-lantern,data\emoji_images\U+1F383.png
U+1F384,Christmas tree,data\emoji_images\U+1F384.png
U+1F386,fireworks,data\emoji_images\U+1F386.png
U+1F387,sparkler,data\emoji_images\U+1F387.png
U+1F9E8,firecracker,data\emoji_images\U+1F9E8.png
U+2728,sparkles,data\emoji_images\U+2728.png
U+1F388,balloon,data\emoji_images\U+1F388.png
U+1F389,party popper,data\emoji_images\U+1F389.png
U+1F38A,confetti ball,data\emoji_images\U+1F38A.png
U+1F38B,tanabata tree,data\emoji_images\U+1F38B.png
U+1F38D,pine decoration,data\emoji_images\U+1F38D.png
U+1F38E,Japanese dolls,data\emoji_images\U+1F38E.png
U+1F38F,carp streamer,data\emoji_images\U+1F38F.png
U+1F390,wind chime,data\emoji_images\U+1F390.png
U+1F391,moon viewing ceremony,data\emoji_images\U+1F391.png
U+1F9E7,red envelope,data\emoji_images\U+1F9E7.png
U+1F380,ribbon,data\emoji_images\U+1F380.png
U+1F381,wrapped gift,data\emoji_images\U+1F381.png
U+1F397,reminder ribbon,data\emoji_images\U+1F397.png
U+1F39F,admission tickets,data\emoji_images\U+1F39F.png
U+1F3AB,ticket,data\emoji_images\U+1F3AB.png
U+1F396,military medal,data\emoji_images\U+1F396.png
U+1F3C6,trophy,data\emoji_images\U+1F3C6.png
U+1F3C5,sports medal,data\emoji_images\U+1F3C5.png
U+1F947,1st place medal,data\emoji_images\U+1F947.png
U+1F948,2nd place medal,data\emoji_images\U+1F948.png
U+1F949,3rd place medal,data\emoji_images\U+1F949.png
U+26BD,soccer ball,data\emoji_images\U+26BD.png
U+26BE,baseball,data\emoji_images\U+26BE.png
U+1F94E,softball,data\emoji_images\U+1F94E.png
U+1F3C0,basketball,data\emoji_images\U+1F3C0.png
U+1F3D0,volleyball,data\emoji_images\U+1F3D0.png
U+1F3C8,american football,data\emoji_images\U+1F3C8.png
U+1F3C9,rugby football,data\emoji_images\U+1F3C9.png
U+1F3BE,tennis,data\emoji_images\U+1F3BE.png
U+1F94F,flying disc,data\emoji_images\U+1F94F.png
U+1F3B3,bowling,data\emoji_images\U+1F3B3.png
U+1F3CF,cricket game,data\emoji_images\U+1F3CF.png
U+1F3D1,field hockey,data\emoji_images\U+1F3D1.png
U+1F3D2,ice hockey,data\emoji_images\U+1F3D2.png
U+1F94D,lacrosse,data\emoji_images\U+1F94D.png
U+1F3D3,ping pong,data\emoji_images\U+1F3D3.png
U+1F3F8,badminton,data\emoji_images\U+1F3F8.png
U+1F94A,boxing glove,data\emoji_images\U+1F94A.png
U+1F94B,martial arts uniform,data\emoji_images\U+1F94B.png
U+1F945,goal net,data\emoji_images\U+1F945.png
U+26F3,flag in hole,data\emoji_images\U+26F3.png
U+26F8,ice skate,data\emoji_images\U+26F8.png
U+1F3A3,fishing pole,data\emoji_images\U+1F3A3.png
U+1F93F,diving mask,data\emoji_images\U+1F93F.png
U+1F3BD,running shirt,data\emoji_images\U+1F3BD.png
U+1F3BF,skis,data\emoji_images\U+1F3BF.png
U+1F6F7,sled,data\emoji_images\U+1F6F7.png
U+1F94C,curling stone,data\emoji_images\U+1F94C.png
U+1F3AF,bullseye,data\emoji_images\U+1F3AF.png
U+1FA80,yo-yo,data\emoji_images\U+1FA80.png
U+1FA81,kite,data\emoji_images\U+1FA81.png
U+1F3B1,pool 8 ball,data\emoji_images\U+1F3B1.png
U+1F52E,crystal ball,data\emoji_images\U+1F52E.png
U+1FA84,magic wand,data\emoji_images\U+1FA84.png
U+1F9FF,nazar amulet,data\emoji_images\U+1F9FF.png
U+1F3AE,video game,data\emoji_images\U+1F3AE.png
U+1F579,joystick,data\emoji_images\U+1F579.png
U+1F3B0,slot machine,data\emoji_images\U+1F3B0.png
U+1F3B2,game die,data\emoji_images\U+1F3B2.png
U+1F9E9,puzzle piece,data\emoji_images\U+1F9E9.png
U+1F9F8,teddy bear,data\emoji_images\U+1F9F8.png
U+1FA85,piñata,data\emoji_images\U+1FA85.png
U+1FA86,nesting dolls,data\emoji_images\U+1FA86.png
U+2660,spade suit,data\emoji_images\U+2660.png
U+2665,heart suit,data\emoji_images\U+2665.png
U+2666,diamond suit,data\emoji_images\U+2666.png
U+2663,club suit,data\emoji_images\U+2663.png
U+265F,chess pawn,data\emoji_images\U+265F.png
U+1F0CF,joker,data\emoji_images\U+1F0CF.png
U+1F004,mahjong red dragon,data\emoji_images\U+1F004.png
U+1F3B4,flower playing cards,data\emoji_images\U+1F3B4.png
U+1F3AD,performing arts,data\emoji_images\U+1F3AD.png
U+1F5BC,framed picture,data\emoji_images\U+1F5BC.png
U+1F3A8,artist palette,data\emoji_images\U+1F3A8.png
U+1F9F5,thread,data\emoji_images\U+1F9F5.png
U+1FAA1,sewing needle,data\emoji_images\U+1FAA1.png
U+1F9F6,yarn,data\emoji_images\U+1F9F6.png
U+1FAA2,knot,data\emoji_images\U+1FAA2.png
U+1F453,glasses,data\emoji_images\U+1F453.png
U+1F576,sunglasses,data\emoji_images\U+1F576.png
U+1F97D,goggles,data\emoji_images\U+1F97D.png
U+1F97C,lab coat,data\emoji_images\U+1F97C.png
U+1F9BA,safety vest,data\emoji_images\U+1F9BA.png
U+1F454,necktie,data\emoji_images\U+1F454.png
U+1F455,t-shirt,data\emoji_images\U+1F455.png
U+1F456,jeans,data\emoji_images\U+1F456.png
U+1F9E3,scarf,data\emoji_images\U+1F9E3.png
U+1F9E4,gloves,data\emoji_images\U+1F9E4.png
U+1F9E5,coat,data\emoji_images\U+1F9E5.png
U+1F9E6,socks,data\emoji_images\U+1F9E6.png
U+1F457,dress,data\emoji_images\U+1F457.png
U+1F458,kimono,data\emoji_images\U+1F458.png
U+1F97B,sari,data\emoji_images\U+1F97B.png
U+1FA71,one-piece swimsuit,data\emoji_images\U+1FA71.png
U+1FA72,briefs,data\emoji_images\U+1FA72.png
U+1FA73,shorts,data\emoji_images\U+1FA73.png
U+1F459,bikini,data\emoji_images\U+1F459.png
U+1F45A,woman’s clothes,data\emoji_images\U+1F45A.png
U+1F45B,purse,data\emoji_images\U+1F45B.png
U+1F45C,handbag,data\emoji_images\U+1F45C.png
U+1F45D,clutch bag,data\emoji_images\U+1F45D.png
U+1F6CD,shopping bags,data\emoji_images\U+1F6CD.png
U+1F392,backpack,data\emoji_images\U+1F392.png
U+1FA74,thong sandal,data\emoji_images\U+1FA74.png
U+1F45E,man’s shoe,data\emoji_images\U+1F45E.png
U+1F45F,running shoe,data\emoji_images\U+1F45F.png
U+1F97E,hiking boot,data\emoji_images\U+1F97E.png
U+1F97F,flat shoe,data\emoji_images\U+1F97F.png
U+1F460,high-heeled shoe,data\emoji_images\U+1F460.png
U+1F461,woman’s sandal,data\emoji_images\U+1F461.png
U+1FA70,ballet shoes,data\emoji_images\U+1FA70.png
U+1F462,woman’s boot,data\emoji_images\U+1F462.png
U+1F451,crown,data\emoji_images\U+1F451.png
U+1F452,woman’s hat,data\emoji_images\U+1F452.png
U+1F3A9,top hat,data\emoji_images\U+1F3A9.png
U+1F393,graduation cap,data\emoji_images\U+1F393.png
U+1F9E2,billed cap,data\emoji_images\U+1F9E2.png
U+1FA96,military helmet,data\emoji_images\U+1FA96.png
U+26D1,rescue worker’s helmet,data\emoji_images\U+26D1.png
U+1F4FF,prayer beads,data\emoji_images\U+1F4FF.png
U+1F484,lipstick,data\emoji_images\U+1F484.png
U+1F48D,ring,data\emoji_images\U+1F48D.png
U+1F48E,gem stone,data\emoji_images\U+1F48E.png
U+1F507,muted speaker,data\emoji_images\U+1F507.png
U+1F508,speaker low volume,data\emoji_images\U+1F508.png
U+1F509,speaker medium volume,data\emoji_images\U+1F509.png
U+1F50A,speaker high volume,data\emoji_images\U+1F50A.png
U+1F4E2,loudspeaker,data\emoji_images\U+1F4E2.png
U+1F4E3,megaphone,data\emoji_images\U+1F4E3.png
U+1F4EF,postal horn,data\emoji_images\U+1F4EF.png
U+1F514,bell,data\emoji_images\U+1F514.png
U+1F515,bell with slash,data\emoji_images\U+1F515.png
U+1F3BC,musical score,data\emoji_images\U+1F3BC.png
U+1F3B5,musical note,data\emoji_images\U+1F3B5.png
U+1F3B6,musical notes,data\emoji_images\U+1F3B6.png
U+1F399,studio microphone,data\emoji_images\U+1F399.png
U+1F39A,level slider,data\emoji_images\U+1F39A.png
U+1F39B,control knobs,data\emoji_images\U+1F39B.png
U+1F3A4,microphone,data\emoji_images\U+1F3A4.png
U+1F3A7,headphone,data\emoji_images\U+1F3A7.png
U+1F4FB,radio,data\emoji_images\U+1F4FB.png
U+1F3B7,saxophone,data\emoji_images\U+1F3B7.png
U+1FA97,accordion,data\emoji_images\U+1FA97.png
U+1F3B8,guitar,data\emoji_images\U+1F3B8.png
U+1F3B9,musical keyboard,data\emoji_images\U+1F3B9.png
U+1F3BA,trumpet,data\emoji_images\U+1F3BA.png
U+1F3BB,violin,data\emoji_images\U+1F3BB.png
U+1FA95,banjo,data\emoji_images\U+1FA95.png
U+1F941,drum,data\emoji_images\U+1F941.png
U+1FA98,long drum,data\emoji_images\U+1FA98.png
U+1F4F1,mobile phone,data\emoji_images\U+1F4F1.png
U+1F4F2,mobile phone with arrow,data\emoji_images\U+1F4F2.png
U+260E,telephone,data\emoji_images\U+260E.png
U+1F4DE,telephone receiver,data\emoji_images\U+1F4DE.png
U+1F4DF,pager,data\emoji_images\U+1F4DF.png
U+1F4E0,fax machine,data\emoji_images\U+1F4E0.png
U+1F50B,battery,data\emoji_images\U+1F50B.png
U+1F50C,electric plug,data\emoji_images\U+1F50C.png
U+1F4BB,laptop,data\emoji_images\U+1F4BB.png
U+1F5A5,desktop computer,data\emoji_images\U+1F5A5.png
U+1F5A8,printer,data\emoji_images\U+1F5A8.png
U+2328,keyboard,data\emoji_images\U+2328.png
U+1F5B1,computer mouse,data\emoji_images\U+1F5B1.png
U+1F5B2,trackball,data\emoji_images\U+1F5B2.png
U+1F4BD,computer disk,data\emoji_images\U+1F4BD.png
U+1F4BE,floppy disk,data\emoji_images\U+1F4BE.png
U+1F4BF,optical disk,data\emoji_images\U+1F4BF.png
U+1F4C0,dvd,data\emoji_images\U+1F4C0.png
U+1F9EE,abacus,data\emoji_images\U+1F9EE.png
U+1F3A5,movie camera,data\emoji_images\U+1F3A5.png
U+1F39E,film frames,data\emoji_images\U+1F39E.png
U+1F4FD,film projector,data\emoji_images\U+1F4FD.png
U+1F3AC,clapper board,data\emoji_images\U+1F3AC.png
U+1F4FA,television,data\emoji_images\U+1F4FA.png
U+1F4F7,camera,data\emoji_images\U+1F4F7.png
U+1F4F8,camera with flash,data\emoji_images\U+1F4F8.png
U+1F4F9,video camera,data\emoji_images\U+1F4F9.png
U+1F4FC,videocassette,data\emoji_images\U+1F4FC.png
U+1F50D,magnifying glass tilted left,data\emoji_images\U+1F50D.png
U+1F50E,magnifying glass tilted right,data\emoji_images\U+1F50E.png
U+1F56F,candle,data\emoji_images\U+1F56F.png
U+1F4A1,light bulb,data\emoji_images\U+1F4A1.png
U+1F526,flashlight,data\emoji_images\U+1F526.png
U+1F3EE,red paper lantern,data\emoji_images\U+1F3EE.png
U+1FA94,diya lamp,data\emoji_images\U+1FA94.png
U+1F4D4,notebook with decorative cover,data\emoji_images\U+1F4D4.png
U+1F4D5,closed book,data\emoji_images\U+1F4D5.png
U+1F4D6,open book,data\emoji_images\U+1F4D6.png
U+1F4D7,green book,data\emoji_images\U+1F4D7.png
U+1F4D8,blue book,data\emoji_images\U+1F4D8.png
U+1F4D9,orange book,data\emoji_images\U+1F4D9.png
U+1F4DA,books,data\emoji_images\U+1F4DA.png
U+1F4D3,notebook,data\emoji_images\U+1F4D3.png
U+1F4D2,ledger,data\emoji_images\U+1F4D2.png
U+1F4C3,page with curl,data\emoji_images\U+1F4C3.png
U+1F4DC,scroll,data\emoji_images\U+1F4DC.png
U+1F4C4,page facing up,data\emoji_images\U+1F4C4.png
U+1F4F0,newspaper,data\emoji_images\U+1F4F0.png
U+1F5DE,rolled-up newspaper,data\emoji_images\U+1F5DE.png
U+1F4D1,bookmark tabs,data\emoji_images\U+1F4D1.png
U+1F516,bookmark,data\emoji_images\U+1F516.png
U+1F3F7,label,data\emoji_images\U+1F3F7.png
